Corpus,Name,Sex,CA,VB,Target,TargetFreq,Wordform,CU
kuczaj,abe,M,2.84154688569473,make,made,28626,made,TRUE
kuczaj,abe,M,2.84154688569473,find,found,20196,found,TRUE
kuczaj,abe,M,2.84154688569473,say,said,56531,said,TRUE
kuczaj,abe,M,2.84154688569473,say,said,56531,said,TRUE
kuczaj,abe,M,2.84154688569473,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.84154688569473,say,said,56531,said,TRUE
kuczaj,abe,M,2.84154688569473,say,said,56531,said,TRUE
kuczaj,abe,M,2.84154688569473,take,took,17454,tooked,FALSE
kuczaj,abe,M,2.84154688569473,take,took,17454,took,TRUE
kuczaj,abe,M,2.84154688569473,take,took,17454,tooked,FALSE
kuczaj,abe,M,2.84154688569473,take,took,17454,took,TRUE
kuczaj,abe,M,2.84154688569473,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.84154688569473,make,made,28626,made,TRUE
kuczaj,abe,M,2.84154688569473,make,made,28626,made,TRUE
kuczaj,abe,M,2.84976043805613,hold,held,2165,holded,FALSE
kuczaj,abe,M,2.84976043805613,make,made,28626,made,TRUE
kuczaj,abe,M,2.84976043805613,say,said,56531,said,TRUE
kuczaj,abe,M,2.84976043805613,say,said,56531,said,TRUE
kuczaj,abe,M,2.85249828884326,say,said,56531,said,TRUE
kuczaj,abe,M,2.85249828884326,swing,swung,117,swinged,FALSE
kuczaj,abe,M,2.85249828884326,swing,swung,117,swinged,FALSE
kuczaj,abe,M,2.85249828884326,swing,swung,117,swinged,FALSE
kuczaj,abe,M,2.85249828884326,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.85249828884326,say,said,56531,said,TRUE
kuczaj,abe,M,2.85249828884326,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.86618754277892,say,said,56531,said,TRUE
kuczaj,abe,M,2.86618754277892,say,said,56531,said,TRUE
kuczaj,abe,M,2.86618754277892,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.86618754277892,make,made,28626,maked,FALSE
kuczaj,abe,M,2.86618754277892,make,made,28626,made,TRUE
kuczaj,abe,M,2.86618754277892,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.86618754277892,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.86618754277892,make,made,28626,made,TRUE
kuczaj,abe,M,2.86618754277892,blow,blew,1610,blowed,FALSE
kuczaj,abe,M,2.87440109514031,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.87440109514031,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.87440109514031,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.87440109514031,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.87440109514031,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.87440109514031,make,made,28626,made,TRUE
kuczaj,abe,M,2.87440109514031,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.88809034907598,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.88809034907598,make,made,28626,made,TRUE
kuczaj,abe,M,2.88809034907598,make,made,28626,made,TRUE
kuczaj,abe,M,2.88809034907598,make,made,28626,made,TRUE
kuczaj,abe,M,2.88809034907598,make,made,28626,made,TRUE
kuczaj,abe,M,2.88809034907598,drink,drank,656,drinked,FALSE
kuczaj,abe,M,2.88809034907598,make,made,28626,made,TRUE
kuczaj,abe,M,2.88809034907598,make,made,28626,maked,FALSE
kuczaj,abe,M,2.88809034907598,make,made,28626,made,TRUE
kuczaj,abe,M,2.88809034907598,say,said,56531,said,TRUE
kuczaj,abe,M,2.88809034907598,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,say,said,56531,sayed,FALSE
kuczaj,abe,M,2.89356605065024,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.89356605065024,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,make,made,28626,made,TRUE
kuczaj,abe,M,2.89356605065024,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.89356605065024,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.89356605065024,say,said,56531,said,TRUE
kuczaj,abe,M,2.89356605065024,say,said,56531,said,TRUE
kuczaj,abe,M,2.89356605065024,find,found,20196,found,TRUE
kuczaj,abe,M,2.89356605065024,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.89356605065024,say,said,56531,said,TRUE
kuczaj,abe,M,2.89356605065024,say,said,56531,said,TRUE
kuczaj,abe,M,2.9072553045859,say,said,56531,said,TRUE
kuczaj,abe,M,2.9072553045859,find,found,20196,found,TRUE
kuczaj,abe,M,2.9072553045859,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.9154688569473,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.9154688569473,tell,told,35679,told,TRUE
kuczaj,abe,M,2.9154688569473,steal,stole,2711,stole,TRUE
kuczaj,abe,M,2.9154688569473,say,said,56531,said,TRUE
kuczaj,abe,M,2.9154688569473,make,made,28626,made,TRUE
kuczaj,abe,M,2.9154688569473,tell,told,35679,told,TRUE
kuczaj,abe,M,2.9154688569473,make,made,28626,made,TRUE
kuczaj,abe,M,2.92214236824093,tell,told,35679,told,TRUE
kuczaj,abe,M,2.92214236824093,tell,told,35679,told,TRUE
kuczaj,abe,M,2.92214236824093,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.92214236824093,say,said,56531,sayed,FALSE
kuczaj,abe,M,2.92214236824093,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.92214236824093,say,said,56531,said,TRUE
kuczaj,abe,M,2.92214236824093,say,said,56531,sayed,FALSE
kuczaj,abe,M,2.92214236824093,say,said,56531,said,TRUE
kuczaj,abe,M,2.92214236824093,tell,told,35679,telled,FALSE
kuczaj,abe,M,2.93309377138946,think,thought,41232,thought,TRUE
kuczaj,abe,M,2.93309377138946,say,said,56531,said,TRUE
kuczaj,abe,M,2.93309377138946,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.94404517453799,keep,kept,4559,keeped,FALSE
kuczaj,abe,M,2.94404517453799,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.94404517453799,see,saw,20527,sawed,FALSE
kuczaj,abe,M,2.94404517453799,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.94404517453799,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.94404517453799,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.94404517453799,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,give,gave,12428,gave,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.94404517453799,say,said,56531,said,TRUE
kuczaj,abe,M,2.95225872689938,make,made,28626,made,TRUE
kuczaj,abe,M,2.95225872689938,think,thought,41232,thoughted,FALSE
kuczaj,abe,M,2.95225872689938,think,thought,41232,thought,TRUE
kuczaj,abe,M,2.95225872689938,think,thought,41232,thoughted,FALSE
kuczaj,abe,M,2.95225872689938,think,thought,41232,thought,TRUE
kuczaj,abe,M,2.95225872689938,blow,blew,1610,blowed,FALSE
kuczaj,abe,M,2.95225872689938,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.95225872689938,find,found,20196,found,TRUE
kuczaj,abe,M,2.95225872689938,blow,blew,1610,blowed,FALSE
kuczaj,abe,M,2.95225872689938,shoot,shot,11599,shooted,FALSE
kuczaj,abe,M,2.95225872689938,blow,blew,1610,blowed,FALSE
kuczaj,abe,M,2.95225872689938,tell,told,35679,told,TRUE
kuczaj,abe,M,2.95225872689938,say,said,56531,said,TRUE
kuczaj,abe,M,2.95225872689938,say,said,56531,said,TRUE
kuczaj,abe,M,2.95225872689938,say,said,56531,said,TRUE
kuczaj,abe,M,2.95225872689938,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.95225872689938,tell,told,35679,told,TRUE
kuczaj,abe,M,2.95225872689938,write,wrote,3629,wrote,TRUE
kuczaj,abe,M,2.95225872689938,write,wrote,3629,wrote,TRUE
kuczaj,abe,M,2.95225872689938,make,made,28626,made,TRUE
kuczaj,abe,M,2.96594798083504,say,said,56531,said,TRUE
kuczaj,abe,M,2.96594798083504,say,said,56531,said,TRUE
kuczaj,abe,M,2.96594798083504,find,found,20196,found,TRUE
kuczaj,abe,M,2.96594798083504,say,said,56531,said,TRUE
kuczaj,abe,M,2.96594798083504,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.97416153319644,say,said,56531,said,TRUE
kuczaj,abe,M,2.97416153319644,say,said,56531,said,TRUE
kuczaj,abe,M,2.97416153319644,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.97416153319644,say,said,56531,said,TRUE
kuczaj,abe,M,2.97416153319644,think,thought,41232,thought,TRUE
kuczaj,abe,M,2.97416153319644,stick,stuck,3399,stuck,TRUE
kuczaj,abe,M,2.97416153319644,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.97416153319644,say,said,56531,said,TRUE
kuczaj,abe,M,2.97416153319644,grow,grew,1493,growed,FALSE
kuczaj,abe,M,2.98511293634497,make,made,28626,made,TRUE
kuczaj,abe,M,2.98511293634497,break,broke,5355,broked,FALSE
kuczaj,abe,M,2.98511293634497,find,found,20196,found,TRUE
kuczaj,abe,M,2.98511293634497,hang,hung,1436,hanged,FALSE
kuczaj,abe,M,2.98511293634497,eat,ate,1722,eated,FALSE
kuczaj,abe,M,2.98511293634497,eat,ate,1722,eated,FALSE
kuczaj,abe,M,2.98511293634497,find,found,20196,found,TRUE
kuczaj,abe,M,2.98511293634497,say,said,56531,said,TRUE
kuczaj,abe,M,2.99880219028063,sleep,slept,1810,sleeped,FALSE
kuczaj,abe,M,2.99880219028063,say,said,56531,said,TRUE
kuczaj,abe,M,2.99880219028063,say,said,56531,said,TRUE
kuczaj,abe,M,2.99880219028063,lose,lost,13974,lost,TRUE
kuczaj,abe,M,2.99880219028063,make,made,28626,made,TRUE
kuczaj,abe,M,2.99880219028063,hold,held,2165,holded,FALSE
kuczaj,abe,M,2.99880219028063,make,made,28626,made,TRUE
kuczaj,abe,M,2.99880219028063,stand,stood,1315,standed,FALSE
kuczaj,abe,M,2.99880219028063,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.3990417522245,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.3990417522245,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.43583162217659,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.43583162217659,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.43583162217659,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.44404517453799,make,made,28626,made,TRUE
kuczaj,abe,M,2.47689938398357,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.47689938398357,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.4796372347707,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.4796372347707,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.4796372347707,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.4796372347707,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.4796372347707,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.4796372347707,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.4878507871321,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.4878507871321,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.4878507871321,buy,bought,4362,bought,TRUE
kuczaj,abe,M,2.4960643394935,tell,told,35679,told,TRUE
kuczaj,abe,M,2.45833127994524,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.45833127994524,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.51095140314853,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.51095140314853,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.51642710472279,make,made,28626,made,TRUE
kuczaj,abe,M,2.51642710472279,stick,stuck,3399,stuck,TRUE
kuczaj,abe,M,2.51642710472279,fly,flew,785,flewed,FALSE
kuczaj,abe,M,2.51642710472279,fly,flew,785,flew,TRUE
kuczaj,abe,M,2.52737850787132,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.52737850787132,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.52737850787132,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.52737850787132,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.52737850787132,say,said,56531,said,TRUE
kuczaj,abe,M,2.52737850787132,say,said,56531,said,TRUE
kuczaj,abe,M,2.52737850787132,say,said,56531,said,TRUE
kuczaj,abe,M,2.52737850787132,say,said,56531,said,TRUE
kuczaj,abe,M,2.53832991101985,sit,sat,1459,sat,TRUE
kuczaj,abe,M,2.53832991101985,sit,sat,1459,sat,TRUE
kuczaj,abe,M,2.53832991101985,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.53832991101985,say,said,56531,said,TRUE
kuczaj,abe,M,2.53832991101985,make,made,28626,made,TRUE
kuczaj,abe,M,2.53832991101985,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.53832991101985,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.60249828884326,hear,heard,19775,heard,TRUE
kuczaj,abe,M,2.60249828884326,fall,fell,3723,felled,FALSE
kuczaj,abe,M,2.60249828884326,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.60249828884326,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.60249828884326,hear,heard,19775,heard,TRUE
kuczaj,abe,M,2.60249828884326,blow,blew,1610,blowed,FALSE
kuczaj,abe,M,2.60249828884326,blow,blew,1610,blowed,FALSE
kuczaj,abe,M,2.61344969199179,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.61344969199179,make,made,28626,maked,FALSE
kuczaj,abe,M,2.61344969199179,make,made,28626,made,TRUE
kuczaj,abe,M,2.61344969199179,say,said,56531,said,TRUE
kuczaj,abe,M,2.61344969199179,see,saw,20527,sawed,FALSE
kuczaj,abe,M,2.61344969199179,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.61344969199179,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.61344969199179,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.62166324435318,ride,rode,530,rode,TRUE
kuczaj,abe,M,2.62166324435318,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.62440109514031,feel,felt,6111,feeled,FALSE
kuczaj,abe,M,2.63261464750171,make,made,28626,maked,FALSE
kuczaj,abe,M,2.63261464750171,make,made,28626,made,TRUE
kuczaj,abe,M,2.65451745379877,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.65451745379877,make,made,28626,maked,FALSE
kuczaj,abe,M,2.65451745379877,make,made,28626,made,TRUE
kuczaj,abe,M,2.65451745379877,make,made,28626,maked,FALSE
kuczaj,abe,M,2.65451745379877,make,made,28626,made,TRUE
kuczaj,abe,M,2.65451745379877,make,made,28626,maked,FALSE
kuczaj,abe,M,2.65451745379877,make,made,28626,made,TRUE
kuczaj,abe,M,2.65451745379877,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.65451745379877,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.62499794661191,say,said,56531,said,TRUE
kuczaj,abe,M,2.62499794661191,hear,heard,19775,heard,TRUE
kuczaj,abe,M,2.6694045174538,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.6694045174538,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.6694045174538,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.6694045174538,lose,lost,13974,lost,TRUE
kuczaj,abe,M,2.6694045174538,buy,bought,4362,bought,TRUE
kuczaj,abe,M,2.6694045174538,say,said,56531,said,TRUE
kuczaj,abe,M,2.6694045174538,say,said,56531,said,TRUE
kuczaj,abe,M,2.6694045174538,say,said,56531,said,TRUE
kuczaj,abe,M,2.6694045174538,say,said,56531,said,TRUE
kuczaj,abe,M,2.6694045174538,tell,told,35679,told,TRUE
kuczaj,abe,M,2.68309377138946,make,made,28626,made,TRUE
kuczaj,abe,M,2.68309377138946,make,made,28626,made,TRUE
kuczaj,abe,M,2.68309377138946,make,made,28626,made,TRUE
kuczaj,abe,M,2.68309377138946,make,made,28626,made,TRUE
kuczaj,abe,M,2.68309377138946,make,made,28626,made,TRUE
kuczaj,abe,M,2.68309377138946,make,made,28626,made,TRUE
kuczaj,abe,M,2.68309377138946,make,made,28626,made,TRUE
kuczaj,abe,M,2.68856947296372,draw,drew,1277,drawed,FALSE
kuczaj,abe,M,2.68856947296372,make,made,28626,made,TRUE
kuczaj,abe,M,2.68856947296372,make,made,28626,made,TRUE
kuczaj,abe,M,2.68856947296372,wind,wound,1353,wound,TRUE
kuczaj,abe,M,2.68856947296372,make,made,28626,made,TRUE
kuczaj,abe,M,2.68856947296372,make,made,28626,made,TRUE
kuczaj,abe,M,2.68856947296372,make,made,28626,made,TRUE
kuczaj,abe,M,2.68856947296372,say,said,56531,said,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.68856947296372,find,found,20196,found,TRUE
kuczaj,abe,M,2.70499657768652,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.70499657768652,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.70499657768652,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.70499657768652,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.70499657768652,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.70499657768652,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.70499657768652,find,found,20196,found,TRUE
kuczaj,abe,M,2.71594798083504,say,said,56531,said,TRUE
kuczaj,abe,M,2.71594798083504,tell,told,35679,told,TRUE
kuczaj,abe,M,2.71594798083504,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.71594798083504,say,said,56531,said,TRUE
kuczaj,abe,M,2.71594798083504,say,said,56531,said,TRUE
kuczaj,abe,M,2.71594798083504,blow,blew,1610,blowed,FALSE
kuczaj,abe,M,2.71594798083504,blow,blew,1610,blowed,FALSE
kuczaj,abe,M,2.72689938398357,fall,fell,3723,felled,FALSE
kuczaj,abe,M,2.72689938398357,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.72689938398357,hear,heard,19775,heard,TRUE
kuczaj,abe,M,2.72689938398357,hear,heard,19775,heard,TRUE
kuczaj,abe,M,2.72689938398357,hear,heard,19775,heard,TRUE
kuczaj,abe,M,2.72689938398357,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.72689938398357,find,found,20196,found,TRUE
kuczaj,abe,M,2.72689938398357,drink,drank,656,drinked,FALSE
kuczaj,abe,M,2.72689938398357,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.73511293634497,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.73511293634497,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.73511293634497,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.73511293634497,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.73511293634497,find,found,20196,found,TRUE
kuczaj,abe,M,2.73511293634497,find,found,20196,found,TRUE
kuczaj,abe,M,2.73511293634497,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.73511293634497,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.73511293634497,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.73511293634497,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.7460643394935,find,found,20196,finded,FALSE
kuczaj,abe,M,2.7460643394935,hide,hid,596,hid,TRUE
kuczaj,abe,M,2.7460643394935,hide,hid,596,hid,TRUE
kuczaj,abe,M,2.7460643394935,make,made,28626,made,TRUE
kuczaj,abe,M,2.7460643394935,lose,lost,13974,lost,TRUE
kuczaj,abe,M,2.7460643394935,say,said,56531,said,TRUE
kuczaj,abe,M,2.75273785078713,think,thought,41232,thought,TRUE
kuczaj,abe,M,2.75273785078713,think,thought,41232,thought,TRUE
kuczaj,abe,M,2.75273785078713,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.75273785078713,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.75273785078713,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.75273785078713,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.75273785078713,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.75273785078713,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.75273785078713,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.75273785078713,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.75273785078713,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.75273785078713,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.75273785078713,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.75273785078713,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.75273785078713,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.75273785078713,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.75273785078713,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.75273785078713,take,took,17454,tooked,FALSE
kuczaj,abe,M,2.75273785078713,take,took,17454,took,TRUE
kuczaj,abe,M,2.75273785078713,break,broke,5355,broked,FALSE
kuczaj,abe,M,2.75273785078713,break,broke,5355,broked,FALSE
kuczaj,abe,M,2.75273785078713,break,broke,5355,broked,FALSE
kuczaj,abe,M,2.75273785078713,break,broke,5355,broked,FALSE
kuczaj,abe,M,2.75273785078713,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.75273785078713,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.76368925393566,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.76368925393566,say,said,56531,said,TRUE
kuczaj,abe,M,2.76368925393566,say,said,56531,said,TRUE
kuczaj,abe,M,2.76368925393566,say,said,56531,said,TRUE
kuczaj,abe,M,2.76368925393566,say,said,56531,said,TRUE
kuczaj,abe,M,2.76368925393566,say,said,56531,said,TRUE
kuczaj,abe,M,2.76368925393566,say,said,56531,said,TRUE
kuczaj,abe,M,2.76368925393566,say,said,56531,said,TRUE
kuczaj,abe,M,2.76368925393566,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.76368925393566,wear,wore,1081,weared,FALSE
kuczaj,abe,M,2.76368925393566,break,broke,5355,broke,TRUE
kuczaj,abe,M,2.76368925393566,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.76368925393566,give,gave,12428,gived,FALSE
kuczaj,abe,M,2.76368925393566,give,gave,12428,gave,TRUE
kuczaj,abe,M,2.77190280629706,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.77190280629706,see,saw,20527,saw,TRUE
kuczaj,abe,M,2.77190280629706,say,said,56531,said,TRUE
kuczaj,abe,M,2.77190280629706,say,said,56531,said,TRUE
kuczaj,abe,M,2.78011635865845,fall,fell,3723,fell,TRUE
kuczaj,abe,M,2.78011635865845,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.78011635865845,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.78011635865845,send,sent,7038,sent,TRUE
kuczaj,abe,M,2.78011635865845,send,sent,7038,sent,TRUE
kuczaj,abe,M,2.78011635865845,send,sent,7038,sent,TRUE
kuczaj,abe,M,2.78011635865845,send,sent,7038,sent,TRUE
kuczaj,abe,M,2.78011635865845,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.78011635865845,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.79380561259411,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.79380561259411,hear,heard,19775,heard,TRUE
kuczaj,abe,M,2.79380561259411,hear,heard,19775,heard,TRUE
kuczaj,abe,M,2.79380561259411,find,found,20196,found,TRUE
kuczaj,abe,M,2.79380561259411,find,found,20196,found,TRUE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,catch,caught,4791,caught,TRUE
kuczaj,abe,M,2.79380561259411,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.79380561259411,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.79380561259411,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.79380561259411,make,made,28626,made,TRUE
kuczaj,abe,M,2.79380561259411,drink,drank,656,drinked,FALSE
kuczaj,abe,M,2.80201916495551,make,made,28626,maked,FALSE
kuczaj,abe,M,2.80201916495551,make,made,28626,made,TRUE
kuczaj,abe,M,2.80201916495551,make,made,28626,maked,FALSE
kuczaj,abe,M,2.80201916495551,make,made,28626,made,TRUE
kuczaj,abe,M,2.80201916495551,eat,ate,1722,ate,TRUE
kuczaj,abe,M,2.80201916495551,say,said,56531,said,TRUE
kuczaj,abe,M,2.80201916495551,say,said,56531,said,TRUE
kuczaj,abe,M,2.80201916495551,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.81297056810404,say,said,56531,said,TRUE
kuczaj,abe,M,2.81297056810404,say,said,56531,said,TRUE
kuczaj,abe,M,2.81297056810404,fall,fell,3723,falled,FALSE
kuczaj,abe,M,2.81297056810404,say,said,56531,said,TRUE
kuczaj,abe,M,2.81297056810404,hang,hung,1436,hanged,FALSE
kuczaj,abe,M,2.81297056810404,wear,wore,1081,weared,FALSE
kuczaj,abe,M,2.82392197125257,take,took,17454,took,TRUE
